text,label,sentiment,clean_text
"Quite simply, Goldeneye is the single greatest N64 game to date. The learning curve is just about perfect, and you'll still be playing it with your friends months on, as the multiplayer mode is nothing short of exceptional.<br /><br />The system for acquiring cheats for once requires some degree of skill, rather than simply knowing which buttons to press, and the challenge of Aztec on 00 agent level is astonishing.<br /><br />All in all - it's the best game I've ever played on the N64",1,positive,quite simply goldeneye single greatest game date learning curve perfect youll still playing friend month multiplayer mode nothing short exceptionalthe system acquiring cheat requires degree skill rather simply knowing button press challenge aztec agent level astonishingall best game ive ever played
All I have to say is one word...SUCKS!!!!. The only reason I gave this a 2 is because Josh Hartnett was in it and he's cool. Should have beat that Klein guys ass...stupid dumb and brainless. By the end of this movie you can't stand Klein and you really don't care what happens to Leelee. Hartnett was the only good thing about it.,0,negative,say one wordsucks reason gave josh hartnett he cool beat klein guy assstupid dumb brainless end movie cant stand klein really dont care happens leelee hartnett good thing
"All I can say is I really miss this show!! My wife & I just got married around the time this show started up!! Why did CBS take it off the air??? I think it was the best show for the whole family to enjoy!! It made me laugh!! It also made me cry. But when CBS took it off the air my wife & I thought CBS made a big mistake. You know what would be so great?? Have a reunion show!! That would be so cool!!!! Anybody know if it is on DVD yet?? On the last season of Promised Land, did CBS show the whole last season?? I think CBS took it off the air at mid-season. My wife & I will never forget it. The opening with that theme song was fantastic!!! This show only comes once in a life time! May we never forget Promised Land!!",1,positive,say really miss show wife got married around time show started cbs take air think best show whole family enjoy made laugh also made cry cbs took air wife thought cbs made big mistake know would great reunion show would cool anybody know dvd yet last season promised land cbs show whole last season think cbs took air midseason wife never forget opening theme song fantastic show come life time may never forget promised land
"So, Madonna isn't Meryl Streep. Still, this is one of her first films and a comedy at that. Give her a break! Sure, the movie is mediocre at best and pales in comparison to its earlier counterpart w/ Katherine Hepburn, Bringing Up Baby. For what it is, though(a piece of fluff), it's quite a bit of fun to watch. I've yet to hear anyone that slams Madonna's acting skills back it up w/ evidence or even adjectives other than ""awful"", ""bad"", or other such vague descriptive words. If you wanna see bad acting or justify the argument that singers should stick to singing, how about Whitney Houston?? She's had the most undeserved commercial success of any actress in history and couldn't act her way out of a hatbox. The American public obviously cannot discern the difference between a credible performance in a movie and star power. I think Madonna has always been at least credible in her movies. Get real people. Madonna-bashing is so 90's.",1,positive,madonna isnt meryl streep still one first film comedy give break sure movie mediocre best pale comparison earlier counterpart katherine hepburn bringing baby thougha piece fluff quite bit fun watch ive yet hear anyone slam madonna acting skill back evidence even adjective awful bad vague descriptive word wan see bad acting justify argument singer stick singing whitney houston shes undeserved commercial success actress history couldnt act way hatbox american public obviously discern difference credible performance movie star power think madonna always least credible movie get real people madonnabashing
"So you're a giant mantis and you've been hanging out in the arctic for a while, and you're tired of Eskimos hitting you with snowballs. What's a giant mutant insect to do? Head for the big city, of course! See the sights, maybe catch a show on Broadway. But wait! Just when you find a nice cozy tunnel to call your own, some pesky humans start attacking you!! Argh! Time to smash!<br /><br />Anyhow this movie is one step up on most other giant bug movies, because it has pretty decent FX for 1957. But that's about it. Avoid unless you really need to see another big bug smash things, or see another Perry Mason actor in a B movie.<br /><br />4/10",0,negative,youre giant mantis youve hanging arctic youre tired eskimo hitting snowball whats giant mutant insect head big city course see sight maybe catch show broadway wait find nice cozy tunnel call pesky human start attacking argh time smashanyhow movie one step giant bug movie pretty decent thats avoid unless really need see another big bug smash thing see another perry mason actor movie
"There are probably more people afraid of the dentist than of, let's say, little monsters or scary looking dolls. Which makes it a perfect subject for a horror movie, really.<br /><br />Dr. Feinstone (Corbin Bernsen) has been a successful dentist for several years now, but when he catches his wife cheating on him with the poolguy he snaps, and he brings his anger and frustration to his work. Well, give a mad dentist a drill and a mouth, and you can probably guess what happens next...<br /><br />As I said, brilliant idea but not delivered as well as it should. In particular the ending is a huge let down. Last note: watch for Mark Ruffalo (You Can Count On Me, Eternal Sunshine...) in this one.<br /><br />5/10.",0,negative,probably people afraid dentist let say little monster scary looking doll make perfect subject horror movie reallydr feinstone corbin bernsen successful dentist several year catch wife cheating poolguy snap brings anger frustration work well give mad dentist drill mouth probably guess happens nextas said brilliant idea delivered well particular ending huge let last note watch mark ruffalo count eternal sunshine one
"I am a big fan of the movie, but not for the usual reasons. I think Travolta and Winger performed at higher than average rates, I think the sets were representative of the location and the era, I liked the sound track and the Charlie Daniels Band. However, I think the photography was amazing! Since the interior scenes were filmed in the actual club and Gilley's had low ceilings--perhaps 10-12 feet high and the smoke that was supposed to simulate a ""smoke-filled bar"" hung 2-4 feet below the ceiling. The Camera managed to get shots through the smoke and focus on the actors, the bull, the bar, the women, the dancing, the low-level of light that actually was in the bar! What a feat! Sure there was auxiliary lighting, but in order to maintain the atmosphere of the bar, it had to be low-light shots. Ray Villalobos (the camera operator) was outstanding! He got some shots he had no hope of achieving and the impact of them brought a sense of reality to the film. Thanks, Ray--Great work!",1,positive,big fan movie usual reason think travolta winger performed higher average rate think set representative location era liked sound track charlie daniel band however think photography amazing since interior scene filmed actual club gilleys low ceilingsperhaps foot high smoke supposed simulate smokefilled bar hung foot ceiling camera managed get shot smoke focus actor bull bar woman dancing lowlevel light actually bar feat sure auxiliary lighting order maintain atmosphere bar lowlight shot ray villalobos camera operator outstanding got shot hope achieving impact brought sense reality film thanks raygreat work
"This movie has many problem associated with it that makes it come off like a low budget class project from someone in film school. I have to give it credit on its campiness though. Many times throughout the movie I found myself laughing hysterically. It was so bad at times that it was comical, which made it a fun watch.<br /><br />If you're looking for a low-grade slasher movie with a twist of psychological horror and a dash of campy ridiculousness, then pop a bowl of popcorn, invite some friends over, and have some fun.<br /><br />I agree with other comments that the sound is very bad. Dialog is next to impossible to follow much of the time and the soundtrack is kind of just there.",0,negative,movie many problem associated make come like low budget class project someone film school give credit campiness though many time throughout movie found laughing hysterically bad time comical made fun watchif youre looking lowgrade slasher movie twist psychological horror dash campy ridiculousness pop bowl popcorn invite friend funi agree comment sound bad dialog next impossible follow much time soundtrack kind
"Chilling, majestic piece of cinematic fright, this film combines all the great elements of an intellectual thriller, with the grand vision of a director who has the instinctual capacity to pace a moody horror flick within the realm of his filmmaking genius that includes an eye for the original shot, an ice-cold soundtrack and an overall sense of dehumanization. This movie cuts through all the typical horror movies like a red-poker through a human eye, as it allows the viewer to not only feel the violence and psychosis of its protagonist, but appreciate the seed from which the derangement stems. One of the scariest things for people to face is the unknown and this film presents its plotting with just that thought in mind. The setting is perfect, in a desolate winter hideaway. The quietness of the moment is a character in itself, as the fermenting aggressor in Jack Torrance's mind wallows in this idle time, and breeds the devil's new playground. I always felt like the presence of evil was dormant in all of our minds, with only the circumstances of the moment, and the reasons given therein, needed to wake its violent ass and pounce over its unsuspecting victims. This film is a perfect example of this very thought.<br /><br />And it is within this film's subtle touches of the canvas, the clackity-clacks of the young boy's big wheel riding along the empty hallways of the hotel, the labyrinthian garden representing the mind's fine line between sane and insane, Kubrick's purposely transfixed editing inconsistencies, continuity errors and set mis-arrangements, that we discover a world guided by the righteous and tangible, but coaxed away by the powerful and unknown. I have never read the book upon which the film is based, but without that as a comparison point, I am proud to say that this is one of the most terrifying films that I have ever seen. I thought that the runtime of the film could've been cut by a little bit, but then again, I am not one of the most acclaimed directors in the history of film, so maybe I should keep my two-cent criticisms over a superb film, to myself. All in all, this movie captures your attention with its grand form and vision, ropes you in with some terror and eccentric direction, and ties you down and stabs you in the heart with its cold-eyed view of the man's mind gone overboard, creepy atmosphere and the loss of humanity.<br /><br />Rating: 9/10",1,positive,chilling majestic piece cinematic fright film combine great element intellectual thriller grand vision director instinctual capacity pace moody horror flick within realm filmmaking genius includes eye original shot icecold soundtrack overall sense dehumanization movie cut typical horror movie like redpoker human eye allows viewer feel violence psychosis protagonist appreciate seed derangement stem one scariest thing people face unknown film present plotting thought mind setting perfect desolate winter hideaway quietness moment character fermenting aggressor jack torrances mind wallow idle time breed devil new playground always felt like presence evil dormant mind circumstance moment reason given therein needed wake violent as pounce unsuspecting victim film perfect example thoughtand within film subtle touch canvas clackityclacks young boy big wheel riding along empty hallway hotel labyrinthian garden representing mind fine line sane insane kubrick purposely transfixed editing inconsistency continuity error set misarrangements discover world guided righteous tangible coaxed away powerful unknown never read book upon film based without comparison point proud say one terrifying film ever seen thought runtime film couldve cut little bit one acclaimed director history film maybe keep twocent criticism superb film movie capture attention grand form vision rope terror eccentric direction tie stab heart coldeyed view man mind gone overboard creepy atmosphere loss humanityrating
"This is a powerful documentary about domestic abuse in the Cameroon. The ""sisters"" in law are female lawyers and judges who in 2004 successfully prosecuted husbands for abusive treatment of their spouses and won one woman a divorce she desperately wanted through a Muslim council. It is rather long -- about two hours -- but fascinating in terms both of the individual plaintiffs and defendants and the lawyers who successfully represented them in court rooms presided over by female judges. It will leave you, as it left me, with many questions about exactly how this change occurred. How and when did women come to occupy positions of authority in the Cameroon? Have the several cases featured in this film had a significant effect on the treatment of women generally by their spouses? Was the granting of a divorce by a Muslim court, against the express wishes of the husband, a one time event? I'm not suggesting that the film makers could have answered these questions. They made the movie two years ago, not yesterday. And the movie they made deserves a wide audience.",1,positive,powerful documentary domestic abuse cameroon sister law female lawyer judge successfully prosecuted husband abusive treatment spouse one woman divorce desperately wanted muslim council rather long two hour fascinating term individual plaintiff defendant lawyer successfully represented court room presided female judge leave left many question exactly change occurred woman come occupy position authority cameroon several case featured film significant effect treatment woman generally spouse granting divorce muslim court express wish husband one time event suggesting film maker could answered question made movie two year ago yesterday movie made deserves wide audience
"This Game is a good looking First Person Shooter. -----------Hang on......<br /><br />But of course a story must be put around this genre, so a quite innovative plot about soldiers now driven by drugs to save the world and kill the terrorist, Nectar is the drug of choice which creates a super soldier. <br /><br />Great, now just give us some fun, challenging missions, throw in some great new weapons and free terrain vehicles that can be driven at our leisure and I will be quite content.<br /><br />NO!!!!<br /><br />The maker's of this game decide to create a propagandish, military driven game, that tries to make sense of our fears of terrorism and embracing democracy. The game has twisted ideals that just re-enforce morals that we learned when we were in primary school, nothing new is told to us, but ""Drugs are bad...mmmkay"". Then pushed in a type of ....Yvan eht Nnnioooojjjjj! (join the navy) of how standing up for the common good, given rants on normality and abnormality, right and wrong....GOOOOOOOOOOD WE GET IT! LET's KILL SOMETHING!!!!<br /><br />NO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<br /><br />You can't, You are forced to endure extremely long gaps of completing BULLSH!T objectives such as ""Run to Helicopter"".......""Go to group of Troops"" .....Then once this is completed.........CINEMATIC takes over.........You sit there for at least half of the game watching little scenario's played out by the characters, one's you CANNOT skip, but sit and wait, sometimes when people aren't even talking, we sit and wait for a helicopter to land! <br /><br />Bad game, by a laughable group of programmers! Don't bother making another because I will rather see the movie!",0,negative,game good looking first person shooter hang onbut course story must put around genre quite innovative plot soldier driven drug save world kill terrorist nectar drug choice creates super soldier great give fun challenging mission throw great new weapon free terrain vehicle driven leisure quite contentnothe maker game decide create propagandish military driven game try make sense fear terrorism embracing democracy game twisted ideal reenforce moral learned primary school nothing new told drug badmmmkay pushed type yvan eht nnnioooojjjjj join navy standing common good given rant normality abnormality right wronggooooooooood get let kill somethingnoyou cant forced endure extremely long gap completing bullsht objective run helicoptergo group troop completedcinematic take overyou sit least half game watching little scenario played character one skip sit wait sometimes people arent even talking sit wait helicopter land bad game laughable group programmer dont bother making another rather see movie
"I'd give this film a zero if I could. How anyone could rate it any higher is beyond me. Until I saw Rollerball, this was my pick for worst film ever from a major studio with a real budget (claiming Mangler 2 or Leprechaun in the Hood as the worst ever isn't really saying much, those are supposed to be bad)<br /><br />Tim Curry's mom must have needed surgery or something for him to agree to this non-sensical garbage. I'm really not sure what happened here. The novel was great, the director Frank Marshall had a solid track record with Alive and Arachnophobia (perhaps they should have changed the title to 'Africa'), the cast was good and the budget was there. You'd think someone would have bothered to read the script.<br /><br />You'd be better off watching Battlefield: Earth again than wasting your time with. Congo makes you long for the return of MST3K",0,negative,give film zero could anyone could rate higher beyond saw rollerball pick worst film ever major studio real budget claiming mangler leprechaun hood worst ever isnt really saying much supposed badtim curry mom must needed surgery something agree nonsensical garbage really sure happened novel great director frank marshall solid track record alive arachnophobia perhaps changed title africa cast good budget youd think someone would bothered read scriptyoud better watching battlefield earth wasting time congo make long return mstk
"Let me start off by saying I love Japanese cinema, literature and culture generally. I've seen many Japanese movies and enjoyed them, but ""Portrait of Hell"" (aka Jigokuhen) makes itself ridiculous. The two characters who dominate the action -- the ""evil lord"" in his privileged bubble and the ""stubborn, crazy artist"" are pure types with zero subtlety or nuance, and all their actions emanate from cartoonish extremes. The film wants to show horrible scenes of violence and raw emotion but many of these scenes are so over the top they actually become laughable and the overall feeling is that of a made-for-TV movie that went off the rails. If this rarely screened movie falls in your hands or comes to your town, spare yourself and give it a pass.",0,negative,let start saying love japanese cinema literature culture generally ive seen many japanese movie enjoyed portrait hell aka jigokuhen make ridiculous two character dominate action evil lord privileged bubble stubborn crazy artist pure type zero subtlety nuance action emanate cartoonish extreme film want show horrible scene violence raw emotion many scene top actually become laughable overall feeling madefortv movie went rail rarely screened movie fall hand come town spare give pas
"I thought it was an excellent movie. Gary Cole played the role of a military man who feels trapped and unhappy with his wife who fakes his death fabulously! Over all, I thought the movie was great, definitely not a boring plot line! It's sad to say, but I think lots of men might feel this way. I think he should have just gotten a divorce and asked to be transferred instead of the extreme he went to, but he felt there was no other way out so he faked his death. I thought it was neat that Cole's real-life wife played the wife he was unhappy with in the movie. I think what the guy did was alittle extreme, but the movie was great nonetheless! Definitely recommend it!",1,positive,thought excellent movie gary cole played role military man feel trapped unhappy wife fake death fabulously thought movie great definitely boring plot line sad say think lot men might feel way think gotten divorce asked transferred instead extreme went felt way faked death thought neat cole reallife wife played wife unhappy movie think guy alittle extreme movie great nonetheless definitely recommend
"After an undercover mission in Bucharest to disclose an international gang of weapon dealers, the agent Sonni Griffith (Wesley Snipes) is assigned to protect the Romanian Nadia Kaminski (Silvia Colloca), the widow of an accountant of the Romanian Mafia. However, the CIA safe house is broken in by the criminals, and Sonni realizes that the information was leaked from inside the Agency. Alone, trusting only in his friend Michael Shepard (William Hope), Sonni fights to survive and protect Nadia.<br /><br />The career of Wesley Snipes is downhill. I have just seen this flick, and it is another disappointing movie of this actor, whose career is presently very similar to Steven Segal's one. The movie has many explosions, shots and car chase associated to an awful story and horrible acting. First, the Afro-American Wesley Snipes is chased by the police of Bucharest, but they never find a black American man. I have never been in Romania, but I believe there are not many Afro-Americans in this country. His character does not like to bath, wearing the same clothes along many days. There is no chemistry between Sonni and the sexy Silvia Colloca, but she freely has sex, falls in love for him and shares her fortune with him. The boy that performs Nadia's son is horrible. My vote is four.<br /><br />Title (Brazil): ""O Detonador"" (""The Detonator"")",0,negative,undercover mission bucharest disclose international gang weapon dealer agent sonni griffith wesley snipe assigned protect romanian nadia kaminski silvia colloca widow accountant romanian mafia however cia safe house broken criminal sonni realizes information leaked inside agency alone trusting friend michael shepard william hope sonni fight survive protect nadiathe career wesley snipe downhill seen flick another disappointing movie actor whose career presently similar steven segal one movie many explosion shot car chase associated awful story horrible acting first afroamerican wesley snipe chased police bucharest never find black american man never romania believe many afroamericans country character like bath wearing clothes along many day chemistry sonni sexy silvia colloca freely sex fall love share fortune boy performs nadias son horrible vote fourtitle brazil detonador detonator
"SPOILERS Every major regime uses the country's media to it's own ends. Whether the Nazi banning of certain leaflets, or the televised Chinese alternative of Tianamen Square, Governments have tried to influence the people through different mediums since the beginning of time. In 1925 though, celebrating the failed mutiny of 1905, the Russian Communist Government supported the creation of this film, Battleship Potempkin. A major piece of cinematic history, it remains powerful and beautiful to this very day.<br /><br />Set aboard the Battleship Potempkin, the crew are unhappy. In miserable living conditions and with maggot infested food, they are angry at their upper class suppressors. Now though, after the rotten food, enough is enough. Led by Grigory Vakulinchuk (Aleksandr Antonov), the crew turn upon their masters and fight for their freedom.<br /><br />As far as propaganda goes, ""Battleship Potempkin"" is perfect. Presenting a positive light on the first, unsuccessful, communist mutiny, the film was a useful Soviet tool. Eighty years after the films release though, and the USSR has disappeared completely off the map. The amazing thing about this film though is that whilst the country it's message was intended for has disappeared, the film remains a powerful and worthy piece of cinema.<br /><br />Written and directed by Sergei Eisenstein, the film is surprisingly a joy to watch. It is true, that it is far from what we would nowadays consider 'entertainment', but the film is a beautiful piece of art.<br /><br />Whether it be the scenes aboard the boat or the often talked about scene on the steps of Odessa, everything about this film is perfectly made. The music is powerful and dramatic, the lighting is flawless, even the acting, whilst slightly overdone, is perfect for the piece. Basically, there is no way to fault this film's end product.<br /><br />It's impossible to know how the Russian people received this film upon it's release. Praising a country which has not existed for fifteen years, it's difficult for us to know the full spirits that the film inspires. As a piece of art though, it is magnificent. Beautiful from start to finish, it is far from an easy watch, but it is well worth the effort.",1,positive,spoiler every major regime us country medium end whether nazi banning certain leaflet televised chinese alternative tianamen square government tried influence people different medium since beginning time though celebrating failed mutiny russian communist government supported creation film battleship potempkin major piece cinematic history remains powerful beautiful dayset aboard battleship potempkin crew unhappy miserable living condition maggot infested food angry upper class suppressor though rotten food enough enough led grigory vakulinchuk aleksandr antonov crew turn upon master fight freedomas far propaganda go battleship potempkin perfect presenting positive light first unsuccessful communist mutiny film useful soviet tool eighty year film release though ussr disappeared completely map amazing thing film though whilst country message intended disappeared film remains powerful worthy piece cinemawritten directed sergei eisenstein film surprisingly joy watch true far would nowadays consider entertainment film beautiful piece artwhether scene aboard boat often talked scene step odessa everything film perfectly made music powerful dramatic lighting flawless even acting whilst slightly overdone perfect piece basically way fault film end productits impossible know russian people received film upon release praising country existed fifteen year difficult know full spirit film inspires piece art though magnificent beautiful start finish far easy watch well worth effort
"I and my brother are very big Asian movie fans, so when finding this movie hidden in a shop, I bought this one on DVD, because it sounded very promising and I couldn't wait to watch it. So I watched this movie with my brother and I must say, in the beginning it was very promising. Both of us really loved this brutal ball scene in the first scene. But i guess that was all. There are some interesting fights, but it is not a action movie, as it claims to be. Instead it's a love movie... with the cliché of love so extremely played over the top, even Shakespeare would vomit on this title. Sorry for my language. By the way: The characters act like being picked up from the street and given 100 for playing in this movie.<br /><br />Well, I and my brother watched it to the end, because we thought, it can only become better. But, heck, it never did. This movie challenged place #1 on my and my brothers ""worst movies ever seen""-list, only followed by ""Fantasy mission force"" - do not watch this either.",0,negative,brother big asian movie fan finding movie hidden shop bought one dvd sounded promising couldnt wait watch watched movie brother must say beginning promising really loved brutal ball scene first scene guess interesting fight action movie claim instead love movie clich love extremely played top even shakespeare would vomit title sorry language way character act like picked street given playing moviewell brother watched end thought become better heck never movie challenged place brother worst movie ever seenlist followed fantasy mission force watch either
"You could say that the actors will make a movie, but this clearly proves that statement wrong. Most of the characters in this film lack anything to hold on to. They play the part of cardboard cut outs being moved about in predictable and uninteresting ways. The story is very simple. It could be summed up in a few words, but I'll hold back in case anyone reading does want to see this film.<br /><br />I had to fast forward the parts where Jack showed us how to be an obnoxious eater. I'd have to say that 70% of this film revolved around cooking, eating, or getting ready to eat. Quite frankly, I'd rather not spend my time watching Jack chew noisily with an open mouth. Personally, I could have done without the footwear references and jokes that pepper the first half of the film too.<br /><br />Outside of my own personal dementia, the film really lacked anything worth it's time. There were countless scenes and camera shots that felt like it was dragging. When something happens, the reactions of the characters are vague and dry.<br /><br />Best not to look this one up.",0,negative,could say actor make movie clearly prof statement wrong character film lack anything hold play part cardboard cut out moved predictable uninteresting way story simple could summed word ill hold back case anyone reading want see filmi fast forward part jack showed obnoxious eater say film revolved around cooking eating getting ready eat quite frankly rather spend time watching jack chew noisily open mouth personally could done without footwear reference joke pepper first half film toooutside personal dementia film really lacked anything worth time countless scene camera shot felt like dragging something happens reaction character vague drybest look one
"The excruciatingly slow pace of this film was probably the director's express intention, in order to convey what life was like growing up as a village teen in China. However, I found the combination of the glacially slow 'plot' and the general filming style so impersonal as to be totally alienating, particularly to a western audience. At times I actually had trouble telling some characters apart, as they were filmed from such a distance. Two hours in and I was totally past caring. As someone who is not only interested in music but is also very into the history and culture of China (and is by the way no stranger to Chinese cinema), I couldn't engage with a single character and found nothing to get my teeth into. It begs the question: If I disliked it, who on earth would like it? Give me Zhang Yimou, give me Chen Kaige. Give me the work of just about any other Chinese director I've ever seen. This sorry effort just doesn't measure up at all. I'd be sorry to see Chinese cinema judged against this benchmark.",0,negative,excruciatingly slow pace film probably director express intention order convey life like growing village teen china however found combination glacially slow plot general filming style impersonal totally alienating particularly western audience time actually trouble telling character apart filmed distance two hour totally past caring someone interested music also history culture china way stranger chinese cinema couldnt engage single character found nothing get teeth begs question disliked earth would like give zhang yimou give chen kaige give work chinese director ive ever seen sorry effort doesnt measure sorry see chinese cinema judged benchmark
"What a great movie this is. I found it full of the delightfully unexpected pain of being a single father of a teenage girl. And it is set in a tropical island 'paradise'as well. <br /><br />Gerard Depardeiux brings his special European flair to this story about a divorced father of a teenage girl. They are on holiday together and she begins to add to the excitement on the island in many unexpected ways. But you will need to see the film for yourself to see all the hilarious situations they find for themselves.<br /><br />There are a few cult classics which all teens should see. This movie should be added to the list. In addition to Dirty Dancing, Ferris Bueller's Day Off, Bill and Ted's Excellent Adventure, Rocky Horror Picture Show and Animal House, My Father the Hero should be required film study. Watch it as if you had a teenage daughter and you'll be rolling with laughter. Watch it with your teenage daughter and prepare to be laughed at for months.",1,positive,great movie found full delightfully unexpected pain single father teenage girl set tropical island paradiseas well gerard depardeiux brings special european flair story divorced father teenage girl holiday together begin add excitement island many unexpected way need see film see hilarious situation find themselvesthere cult classic teen see movie added list addition dirty dancing ferris buellers day bill ted excellent adventure rocky horror picture show animal house father hero required film study watch teenage daughter youll rolling laughter watch teenage daughter prepare laughed month
"I watched this because I thought there were going to be a lot of car chases and cool cars to gawk at. Guess I was lied to. This movie is very boring.<br /><br />The movie starts out Kip Raines(Giovanni Ribisi) sitting outside a Porsche dealership checking to see if they have the right car. When they confirm it's the right one, Kip gets a brick out of the trunk and chucks it at the window, shattering it. He gets the Porsche while his friend gets the keys. They start up the car and take off into the night. They deliver it to a warehouse only to have been followed by the police. So, the whole crew ditches all the cars and go their separate ways. Then, we get a glimpse of Memphis Raines. He is giving a little speech to a bunch of kids at a go-kart track. Then, he is confronted by Atlee Jackson(Will Patton). Atlee tells Memphis that his brother Kip is in deep *bleep*. Memphis is known as one of the most notorious car thieves in Los Angeles. Memphis heads to a junkyard and meets Raymond Calitri(Christopher Ecclesten). This guy threatens to kill Kip if Memphis doesn't deliver 50 cars within 72 hours.<br /><br />There are a few problems with this film: <br /><br />1.Story: The first 48 in-movie hours take place when Cage and Duvall are looking for a crew and planning everything out. The last 12 in-movie hours are a waste! <br /><br />2. The Cars: You see maybe 10 cars out of the 50 as the movie advertises. So, where are the other 40 cars? Why don't we get to see them? <br /><br />3. The Chase: The chase at the end of the movie was a joke. It was not suspenseful at all.<br /><br />4. The Dog: Somewhere in the movie, the dog eats the burgers and swallows three keys as well. This is impossible. The keys were flipped open. The keys would have severely damaged the dog's esophagus, stomach, and large intestines. The guys suggest giving the dog laxatives to help him poop it out. This won't work. The dog will get a lot of diarrhea but no keys. It was stated in Jackass after Ryan Dunne stuck a toy car up his rectum. Take laxatives, lots of diarrhea, but no car. Same case with the dog.<br /><br />5. The Cop During The Chase: When Eleanor breaks down for a few minutes, Nicholas Cage tries desperately to start up the car. You see a police cruiser behind him who isn't looking at his car at all. But, right when Nicholas Cage starts the engine up again, the police officer jerks his head to the right, sees the car, and immediately begins to chase after him. It is stupid. So, right when he heard the engine start, and saw the car, he knew that was the car he was looking for. How does he know it's the right car? He only sees the back of it.<br /><br />Overall, the movie is boring. There is no action. There are very few cars. The movie is stupid. I have never seen the original but I plan to.<br /><br />I give this movie 1 star out of 10. Get The Fast and Furious instead.",0,negative,watched thought going lot car chase cool car gawk guess lied movie boringthe movie start kip rainesgiovanni ribisi sitting outside porsche dealership checking see right car confirm right one kip get brick trunk chuck window shattering get porsche friend get key start car take night deliver warehouse followed police whole crew ditch car separate way get glimpse memphis raines giving little speech bunch kid gokart track confronted atlee jacksonwill patton atlee tell memphis brother kip deep bleep memphis known one notorious car thief los angeles memphis head junkyard meet raymond calitrichristopher ecclesten guy threatens kill kip memphis doesnt deliver car within hoursthere problem film story first inmovie hour take place cage duvall looking crew planning everything last inmovie hour waste car see maybe car movie advertises car dont get see chase chase end movie joke suspenseful dog somewhere movie dog eats burger swallow three key well impossible key flipped open key would severely damaged dog esophagus stomach large intestine guy suggest giving dog laxative help poop wont work dog get lot diarrhea key stated jackass ryan dunne stuck toy car rectum take laxative lot diarrhea car case dog cop chase eleanor break minute nicholas cage try desperately start car see police cruiser behind isnt looking car right nicholas cage start engine police officer jerk head right see car immediately begin chase stupid right heard engine start saw car knew car looking know right car see back itoverall movie boring action car movie stupid never seen original plan toi give movie star get fast furious instead
"Normally I wouldn't go to the trouble of commenting on a horror movie sequel, because it's usually assumed that they're BAD, and if you watch them with a healthy disrespect, they can be very fun and enjoyable to taunt/laugh at. However, this chapter of the ongoing Halloween saga came close to gumbing up everything the original stood for. In the very first movie, Dr. Loomis said (very pointedly I might add), that Michael Myers was evil, and this tries to explain why (doing a bad job of it I might add). In my opinion, he was much scarier when he was just a blood hungry freak. The whole goth/cult thing was unnecessary and a desperate attempt to throw a new curve into the Halloween equation. The result was a boring, predictable movie that was not scary and not bad enough to be funny.",0,negative,normally wouldnt trouble commenting horror movie sequel usually assumed theyre bad watch healthy disrespect fun enjoyable tauntlaugh however chapter ongoing halloween saga came close gumbing everything original stood first movie loomis said pointedly might add michael myers evil try explain bad job might add opinion much scarier blood hungry freak whole gothcult thing unnecessary desperate attempt throw new curve halloween equation result boring predictable movie scary bad enough funny
this film takes you inside itself in the early minutes and holds you till the end. it has a very humane story and very good selected music. The acting of Moritz Bleibtreu (Giancarlo Amato) and Barnaby Metschurat (Gigi Amato) is satisfying. Recommended to people who get bored of action films and want to see a good movie.,1,positive,film take inside early minute hold till end humane story good selected music acting moritz bleibtreu giancarlo amato barnaby metschurat gigi amato satisfying recommended people get bored action film want see good movie
"Rebar is an astronaut who goes on the world's first space mission to Saturn, but of course this being a horror movie things turn ugly and he returns to earth as the only survivor. Stricken with some bizarre condition that causes him to slowly melt and lose his mind unless he regularly consumes human flesh, he kills what apparently is the only nurse in the hospital and escapes to the neighboring town to stalk more victims.<br /><br />I liked the premise and the monster and gore effects are actually pretty good, but the space scenes are just pasted together out of stock NASA footage and the hospital looks curiously like a warehouse. A very weak script, little character development and overall poor acting keep this one from rising above being anything other than a mediocre slasher flick with the novelty of having a living candle as the killer, and more or less only has its gore effects to hold your interest.<br /><br />4 out of 10, strictly for the most die-hard monster movie fans.",0,negative,rebar astronaut go world first space mission saturn course horror movie thing turn ugly return earth survivor stricken bizarre condition cause slowly melt lose mind unless regularly consumes human flesh kill apparently nurse hospital escape neighboring town stalk victimsi liked premise monster gore effect actually pretty good space scene pasted together stock nasa footage hospital look curiously like warehouse weak script little character development overall poor acting keep one rising anything mediocre slasher flick novelty living candle killer less gore effect hold interest strictly diehard monster movie fan
